id,dataset_name,edit_type,source_image,target_image,mask_path,source_prompt,target_prompt,editing_instruction,clip_score,clip_score_category,turn_index,source_parquet,sample_key,foreground,foreground_target,qwen_edit_type,vlm_confidence,vlm_notes,vlm_model,vlm_error,chordedit_sample_id,chordedit_image_path
imgedit_00000427_00,imgedit,action,qE-uqZ9vp9Y_segment_0_frame_0.jpg,qE-uqZ9vp9Y_segment_0_frame_55.jpg,,A man with gray hair and blue eyes is looking at the camera in a room with a tapestry and a sewing machine.,"The man's head has shifted slightly to the left, still looking at the camera in the same room.",The person's head slightly shifts to the left.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,qE-uqZ9vp9Y_segment_0_frame_0,the man's head,the man's head slightly shifted to the left,action,high,The man's head position has been adjusted to the left in the image.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000427_00,imgedit_00000427_00.png
imgedit_00000428_00,imgedit,action,u0kR-2HAsMM_segment_231_frame_0.jpg,u0kR-2HAsMM_segment_231_frame_55.jpg,,A man in a suit and tie is speaking in front of a NATO flag.,"A man in a suit and tie is speaking in front of a NATO flag, with his head turned slightly to the right.",The person turns their head slightly to the right.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,u0kR-2HAsMM_segment_231_frame_0,person,person with head turned slightly to the right,action,high,The person's head position has been adjusted to the right.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000428_00,imgedit_00000428_00.png
imgedit_00000429_00,imgedit,action,HEZqanWT27w_segment_5_frame_0.jpg,HEZqanWT27w_segment_5_frame_55.jpg,,A man in a grey hoodie sits at a desk holding a black mouse in his left hand and gesturing with his right hand.,A man in a grey hoodie sits at a desk holding a black mouse in his left hand and slightly lowers his right hand while gesturing with his left hand.,The person slightly lowers their right hand while continuing to hold the mouse with their left hand.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,HEZqanWT27w_segment_5_frame_0,person,person,action,high,"The person's right hand is slightly lower in the target image, indicating a subtle downward movement.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000429_00,imgedit_00000429_00.png
imgedit_00000430_00,imgedit,action,LqE8MaOHigI_segment_8_frame_46.jpg,LqE8MaOHigI_segment_8_frame_101.jpg,,A man with a beard and a hat holds a red electric guitar and sits in front of a white background.,"A man with a beard and a hat holds a red electric guitar and sits in front of a white background, pointing at the guitar with his right hand.",A man points at the guitar with his right hand.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,LqE8MaOHigI_segment_8_frame_46,man,man pointing at the guitar,action,high,"The man's right hand is now extended toward the guitar, indicating a pointing action. The guitar remains in the same position, and the background is unchanged.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000430_00,imgedit_00000430_00.png
imgedit_00000431_00,imgedit,action,71ZgnIAKppQ_segment_0_frame_0.jpg,71ZgnIAKppQ_segment_0_frame_55.jpg,,A man in a purple polo shirt stands in a room with a wooden shelf filled with toys behind him.,"A man in a purple polo shirt holds a hairdryer in his right hand, standing in the same room.","The man raises his right arm, holding the hairdryer upright.",,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,71ZgnIAKppQ_segment_0_frame_0,man,man holding a hairdryer,action,high,The man raises his right arm to hold the hairdryer upright.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000431_00,imgedit_00000431_00.png
imgedit_00000432_00,imgedit,action,aKIs1n53u3c_segment_32_frame_0.jpg,aKIs1n53u3c_segment_32_frame_55.jpg,,"A woman with pink hair and glasses stands in a kitchen with a red patterned wall, wearing a black t-shirt with a graphic design, and holding her hands clasped in front.","A woman with pink hair and glasses stands in a kitchen with a red patterned wall, wearing a black t-shirt with a graphic design, and turning to face forward with her hands gently clasped in front.",The person turns to face forward with hands gently clasped in front.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,aKIs1n53u3c_segment_32_frame_0,person,person turns to face forward with hands gently clasped in front,action,high,"The person's orientation has changed from a side profile to facing forward, with her",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000432_00,imgedit_00000432_00.png
imgedit_00000433_00,imgedit,action,QaE_S-68Fms_segment_127_frame_0.jpg,QaE_S-68Fms_segment_127_frame_55.jpg,,A man and a monkey are flying a kite in a grassy field under a blue sky.,"A man is flying a kite with a monkey riding on his back, holding the strings above him.",A monkey spins a yellow cup rapidly while a man holds the strings above him.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,QaE_S-68Fms_segment_127_frame_0,monkey,monkey spinning a yellow cup while the man holds the strings above him,action,high,"The monkey is now spinning a yellow cup, and the man is holding the kite string above his head.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000433_00,imgedit_00000433_00.png
imgedit_00000434_00,imgedit,action,29yPkVFNZsI_segment_2_frame_152.jpg,29yPkVFNZsI_segment_2_frame_207.jpg,,"A man in a suit stands on a dark stage, holding a small device in his right hand and gesturing with his left.","A man in a suit stands on a dark stage, holding a small device with both hands and gesturing with his left hand.",The man lowers his right hand and holds a device with both hands.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,29yPkVFNZsI_segment_2_frame_152,man,man holding a device with both hands,action,high,The man's right hand is lowered and he is now holding the device with both hands.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000434_00,imgedit_00000434_00.png
imgedit_00000435_00,imgedit,action,Ta9xkweCP3s_segment_1_frame_0.jpg,Ta9xkweCP3s_segment_1_frame_55.jpg,,"A man in a dark coat stands on a wooden pier with a metal railing, looking at the camera.","A man in a dark coat leans forward while walking on a wooden pier with a metal railing, looking at the camera.",A man leans forward while walking.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,Ta9xkweCP3s_segment_1_frame_0,man,leaning forward,action,high,The man's posture changes from standing to leaning forward as he walks. The edit is consistent with the original scene and the instruction.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000435_00,imgedit_00000435_00.png
imgedit_00000436_00,imgedit,action,X6SP6uGhGmQ_segment_18_frame_37.jpg,X6SP6uGhGmQ_segment_18_frame_92.jpg,,A young person in a bright green shirt is lying on a mat with a white dog and a cat.,"A young person in a bright green shirt is lying on a mat with a white dog and a cat, raising the treat slightly higher.",The person raises the treat slightly higher.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,X6SP6uGhGmQ_segment_18_frame_37,the treat,the treat,action,high,"The edit involves raising the treat slightly higher, which is consistent with the action in the image.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000436_00,imgedit_00000436_00.png
imgedit_00000437_00,imgedit,action,rA1UA6CvyM4_segment_16_frame_0.jpg,rA1UA6CvyM4_segment_16_frame_55.jpg,,A cartoon boy wearing a white cap and a green shirt stands in a room with a blue wall and a wooden cabinet.,"A cartoon boy wearing a white cap and a green shirt turns his head slightly to the right, standing in a room with a blue wall and a wooden cabinet.",The person slightly turns their head to the right.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,rA1UA6CvyM4_segment_16_frame_0,the person,the person slightly turns their head to the right,action,high,The person's head position is changed from facing forward to slightly turned right.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000437_00,imgedit_00000437_00.png
imgedit_00000438_00,imgedit,action,pae7US0AChQ_segment_14_frame_44.jpg,pae7US0AChQ_segment_14_frame_99.jpg,,"A person stands in a 3D room with a large octopus behind them, surrounded by a glowing octopus in the foreground.","A person stands in a 3D room with a large octopus behind them, raising both hands up and shifting their stance.",The person raises both hands up and shifts their stance.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,pae7US0AChQ_segment_14_frame_44,person,person with both hands raised,action,high,"The person's posture changes from standing to raising both hands, with the octopus and surrounding environment remaining unchanged.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000438_00,imgedit_00000438_00.png
imgedit_00000439_00,imgedit,action,aKEtG_TfZbQ_segment_28_frame_66.jpg,aKEtG_TfZbQ_segment_28_frame_121.jpg,,"A woman in a denim jacket holds a pink and white patterned box, facing the camera.","A woman in a denim jacket holds a pink and white patterned box, turned to show its side.",The person turns the object from facing forward to showing its side.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,aKEtG_TfZbQ_segment_28_frame_66,the box,the box turned to show its side,action,high,"The box is rotated to display its side, changing the orientation of the object.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000439_00,imgedit_00000439_00.png
imgedit_00000440_00,imgedit,action,6IxXaovcxi8_segment_2_frame_0.jpg,6IxXaovcxi8_segment_2_frame_55.jpg,,"A woman in a kitchen holds a green bottle with a cap, standing in front of a blender.","A woman in a kitchen holds a green bottle with the cap twisted off, standing in front of a blender.",A woman twists the cap off a green bottle.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,6IxXaovcxi8_segment_2_frame_0,bottle,bottle with cap twisted off,action,high,"The action of twisting the cap off is clearly depicted in the target image, which is consistent with the instruction.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000440_00,imgedit_00000440_00.png
imgedit_00000441_00,imgedit,action,XC95b-0xkOU_segment_19_frame_6.jpg,XC95b-0xkOU_segment_19_frame_61.jpg,,A woman in a yellow shirt and checkered jacket is feeding a child with a spoon at a meal.,"A woman in a yellow shirt and checkered jacket is feeding a child with a spoon, lowering it from near the plate while holding the child's hand.",A person lowers the spoon from near the plate while holding a child's hand.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,XC95b-0xkOU_segment_19_frame_6,spoon,lowering the spoon,action,high,"The spoon is lowered from the plate, and the woman is holding the child's hand, indicating a change in the spoon's position and the interaction.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000441_00,imgedit_00000441_00.png
imgedit_00000442_00,imgedit,action,ORyNwYSNaKs_segment_148_frame_4.jpg,ORyNwYSNaKs_segment_148_frame_59.jpg,,"A woman in a green sweater and blue pants stands in a child's room with two children, one in a green dress and the other in a yellow shirt, both holding cardboard boxes.","A woman in a green sweater and blue pants stands in a child's room, pointing forward with her right arm.","""The woman extends her arm to point forward.""",,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,ORyNwYSNaKs_segment_148_frame_4,woman,pointing forward,action,high,"The woman's arm is extended and pointing forward, indicating a change in her posture and action.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000442_00,imgedit_00000442_00.png
imgedit_00000443_00,imgedit,action,4v5sfDzjPTc_segment_9_frame_28.jpg,4v5sfDzjPTc_segment_9_frame_83.jpg,,"A bald man in a black t-shirt sits in a cluttered room, looking at the camera.","A bald man in a black t-shirt turns his head slightly to the right, looking at the camera.",The person turns their head slightly to the right.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,4v5sfDzjPTc_segment_9_frame_28,person,person turns his head slightly to the right,action,high,The person's head position has been adjusted to the right.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000443_00,imgedit_00000443_00.png
imgedit_00000444_00,imgedit,action,aTIFw4FPdNA_segment_34_frame_0.jpg,aTIFw4FPdNA_segment_34_frame_50.jpg,,A woman with blonde hair wearing a yellow top sits at a table with four bins filled with chocolate cookies and a large white object in front of her.,"A woman with blonde hair wearing a yellow top sits at a table with four bins filled with chocolate cookies and a large white object in front of her, raising her left hand with fingers spread open.",The woman raises her left hand with fingers spread open.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,aTIFw4FPdNA_segment_34_frame_0,woman,raising her left hand with fingers spread open,action,high,"The woman's left hand is raised with fingers spread open, indicating an action.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000444_00,imgedit_00000444_00.png
imgedit_00000445_00,imgedit,action,rB98FLNH0Q0_segment_29_frame_0.jpg,rB98FLNH0Q0_segment_29_frame_55.jpg,,A man in a dark suit and tie is speaking in a dimly lit room with a decorative screen and a floral arrangement.,"A man in a dark suit and tie is speaking in a dimly lit room with a decorative screen and a floral arrangement, but his head is turned slightly to the right.",The person turns their head slightly to the right.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,rB98FLNH0Q0_segment_29_frame_0,man,man with his head turned slightly to the right,action,high,The man's head position has been adjusted to the right.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000445_00,imgedit_00000445_00.png
imgedit_00000446_00,imgedit,action,unoKeQpZKM4_segment_72_frame_2.jpg,unoKeQpZKM4_segment_72_frame_57.jpg,,"A woman with brown hair wearing a striped shirt stands in a kitchen, gesturing with her hands.","A woman with brown hair wearing a striped shirt stands in a kitchen, lowering her hands slightly while maintaining a similar hand position.",The person lowers their hands slightly while maintaining a similar hand position.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,unoKeQpZKM4_segment_72_frame_2,person,person,action,high,The person's hands are lowered slightly in the target image compared to the source image.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000446_00,imgedit_00000446_00.png
imgedit_00000447_00,imgedit,action,KgZSNlsu0VQ_segment_1_frame_0.jpg,KgZSNlsu0VQ_segment_1_frame_55.jpg,,"A man with a beard and glasses stands in a park, next to a bird feeder stand with two feeders and a small birdhouse.","A man with a beard and glasses stands in a park, next to a bird feeder stand with two feeders and a small birdhouse, raising his right hand with a finger pointing upwards.",The man raises his right hand with a finger pointing upwards.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,KgZSNlsu0VQ_segment_1_frame_0,man,man raising his right hand with a finger pointing upwards,action,high,"The man's hand is raised with a finger pointing upwards, which is not present in the source image.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000447_00,imgedit_00000447_00.png
imgedit_00000448_00,imgedit,action,Br4UIQP4ynw_segment_0_frame_0.jpg,Br4UIQP4ynw_segment_0_frame_55.jpg,,"A man with glasses and a beard wearing a black t-shirt with the word 'ENTHUSIAST' on it, standing in front of a glowing blue neon sign with the letters 'T' and 'A' and a triangle, with palm fronds behind him.","A man with glasses and a beard wearing a black t-shirt with the word 'ENTHUSIAST' on it, standing in front of a glowing blue neon sign with the letters 'T' and 'A' and a triangle, with palm fronds behind him, but turned slightly to the right.",The person turns their head slightly to the right.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,Br4UIQP4ynw_segment_0_frame_0,person,"person, turned slightly to the right",,medium,Recovered from truncated JSON.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000448_00,imgedit_00000448_00.png
imgedit_00000449_00,imgedit,action,JOLNLzdg7hs_segment_9_frame_10.jpg,JOLNLzdg7hs_segment_9_frame_65.jpg,,"A woman with dark hair wearing a green top is in a kitchen, raising her right arm with a spoon in her hand.","A woman with dark hair wearing a green top is in a kitchen, lowering her raised arm and holding the spoon closer to her chest.",The woman lowers her raised arm and holds the spoon closer to her chest.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,JOLNLzdg7hs_segment_9_frame_10,the woman's raised arm and spoon,the woman's arm lowered and the spoon held closer to her chest,action,high,The edit changes the woman's arm position and the spoon's placement relative to her body.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000449_00,imgedit_00000449_00.png
imgedit_00000450_00,imgedit,action,xcP7b44I3wI_segment_23_frame_0.jpg,xcP7b44I3wI_segment_23_frame_55.jpg,,"A man with long dark hair and glasses, wearing a trench coat, is in a dimly lit, industrial setting, performing a fast, blurred motion with his right hand.","A man with long dark hair and glasses, wearing a trench coat, is in a dimly lit, industrial setting, raising his right index finger in a clear, deliberate gesture.","The person changes their hand gesture from a fast, blurred motion to raising their index finger.",,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,xcP7b44I3wI_segment_23_frame_0,hand,index finger,action,high,"The hand gesture is changed from a fast, blurred motion to a raised index finger, which is the requested edit.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000450_00,imgedit_00000450_00.png
imgedit_00000451_00,imgedit,action,LsDu4AYba6k_segment_9_frame_0.jpg,LsDu4AYba6k_segment_9_frame_55.jpg,,A woman holds a black mascara tube with red text in her hand.,"A woman holds a black mascara tube closer to the camera, with her hand raised and the tube more prominent.",The person raises their hand and holds a makeup item closer to the camera.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,LsDu4AYba6k_segment_9_frame_0,mascara tube,mascara tube,action,high,The hand position and the mascara tube's proximity to the camera are changed to reflect the action described.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000451_00,imgedit_00000451_00.png
imgedit_00000452_00,imgedit,action,YRvMnTFwKzg_segment_15_frame_0.jpg,YRvMnTFwKzg_segment_15_frame_55.jpg,,"A knight on a white horse gallops through a forest, while another knight on a dark horse charges forward with a raised sword.","A knight on a white horse gallops through a forest, while another knight on a dark horse charges forward with a raised sword, and the man on the white horse raises one hand while looking startled.",The man on the white horse raises one hand while looking startled.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,YRvMnTFwKzg_segment_15_frame_0,the man on the white horse,the man on the white horse raises one hand while looking startled,action,high,"The edit changes the man's expression and hand position from a neutral or aggressive stance to a startled one, consistent with the",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000452_00,imgedit_00000452_00.png
imgedit_00000453_00,imgedit,action,KLe3dIqMSJE_segment_15_frame_0.jpg,KLe3dIqMSJE_segment_15_frame_55.jpg,,"A man in a gym stands with his legs apart, wearing a cap, a gray and black shirt, and black shorts.","A man in a gym stands with his upper body straightened, wearing a cap, a gray and black shirt, and black shorts.",The man straightens his upper body while standing with legs apart.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,KLe3dIqMSJE_segment_15_frame_0,man,man with straightened upper body,action,high,"The man's upper body is straightened in the target image, while his legs remain apart. The edit is focused on the man's posture.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000453_00,imgedit_00000453_00.png
imgedit_00000454_00,imgedit,action,sM4ieSILkXY_segment_3_frame_0.jpg,sM4ieSILkXY_segment_3_frame_55.jpg,,A man in a blue shirt is holding a purple mop upright with one hand while looking down at it.,A man in a blue shirt is gripping the mop handle with both hands while looking down at it.,The person moves from holding a mop upright with one hand to gripping the mop handle with both hands.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,sM4ieSILkXY_segment_3_frame_0,mop,mop handle,action,high,The man's hand position changes from holding the mop upright to gripping the handle with both hands.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000454_00,imgedit_00000454_00.png
imgedit_00000455_00,imgedit,action,Hu2QBQoTT4k_segment_46_frame_8.jpg,Hu2QBQoTT4k_segment_46_frame_63.jpg,,"An elderly woman in a maroon sari sits on the ground, stirring a dish in a large pan with a long spoon.","An elderly woman in a maroon sari sits on the ground, stirring a dish in a large pan with a long spoon.",A person stirs the food in the pan with a utensil.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,Hu2QBQoTT4k_segment_46_frame_8,a person stirring food in the pan with a utensil,a person stirring food in the pan with a utensil,action,high,"The edit is a copy-paste of the source prompt, so the action is not changed.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000455_00,imgedit_00000455_00.png
imgedit_00000456_00,imgedit,action,AZKbO2B7po0_segment_0_frame_13.jpg,AZKbO2B7po0_segment_0_frame_68.jpg,,"A grid of circular images displaying various animals, artifacts, and natural scenes.","A grid of circular images displaying various animals, artifacts, and natural scenes, with new circular images added and existing ones shifted.","""New circular images are added and existing ones shifted.""",,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,AZKbO2B7po0_segment_0_frame_13,circular images,circular images with new ones added and existing ones shifted,action,high,The edit involves adding new circular images and shifting the positions of existing ones to create a different arrangement.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000456_00,imgedit_00000456_00.png
imgedit_00000457_00,imgedit,action,rAGWaauC6pk_segment_30_frame_0.jpg,rAGWaauC6pk_segment_30_frame_55.jpg,,A woman with blonde hair wearing a white shirt and black apron is standing in a kitchen.,A woman with blonde hair wearing a white shirt and black apron is turning her head slightly to the left.,The person turns their head slightly to the side.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,rAGWaauC6pk_segment_30_frame_0,person,person turning her head slightly to the side,action,high,The person's head position changes from facing forward to slightly turned to the side.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000457_00,imgedit_00000457_00.png
imgedit_00000458_00,imgedit,action,RcVpG-M1xPg_segment_29_frame_0.jpg,RcVpG-M1xPg_segment_29_frame_55.jpg,,"A woman in a kitchen holds a silver and black bag, looking at the contents of a container on the counter.","A woman in a kitchen unfolds a black and silver bag, revealing its contents as she holds it open.",A woman unfolds a black and silver bag.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,RcVpG-M1xPg_segment_29_frame_0,black and silver bag,unfolding,action,high,"The bag is being opened, and the woman's action of unfolding it is the key change.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000458_00,imgedit_00000458_00.png
imgedit_00000459_00,imgedit,action,2A5lorHLVxM_segment_2_frame_0.jpg,2A5lorHLVxM_segment_2_frame_55.jpg,,"An older man with white hair wearing a dark blue sweatshirt stands in a living room, looking up and to the right.","An older man with white hair wearing a dark blue sweatshirt stands in a living room, looking up and to the right, with his head turned slightly to the right.",The man turns his head slightly to the right.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,2A5lorHLVxM_segment_2_frame_0,man,man with his head turned slightly to the right,action,high,The man's head position has been adjusted to match the instruction.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000459_00,imgedit_00000459_00.png
imgedit_00000460_00,imgedit,action,KhWFiCZlDmM_segment_1_frame_0.jpg,KhWFiCZlDmM_segment_1_frame_55.jpg,,"A woman in a black chef's coat stands in a modern kitchen, gesturing with her hands while preparing food.","A woman in a black chef's coat stands in a modern kitchen, with her hands lowered and resting on the counter.",The woman lowers her hands and rests one hand on the counter.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,KhWFiCZlDmM_segment_1_frame_0,woman,woman with hands resting on the counter,action,high,"The woman's hands are lowered and placed on the counter, changing her posture from gesturing to a more relaxed stance.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000460_00,imgedit_00000460_00.png
imgedit_00000461_00,imgedit,action,rAQefsl_KrA_segment_6_frame_8.jpg,rAQefsl_KrA_segment_6_frame_63.jpg,,"A woman with wet, brown hair is being styled by a hand holding a hairbrush.","A woman with wet, brown hair is being styled by a hand pulling a section of hair further away from the head.",A person pulls a section of hair further away from the head.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,rAQefsl_KrA_segment_6_frame_8,hand,pulling a section of hair further away from the head,action,high,"The hand is now actively pulling a section of hair away from the head, indicating a change in the action.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000461_00,imgedit_00000461_00.png
imgedit_00000462_00,imgedit,action,gcHEZdlARYU_segment_7_frame_0.jpg,gcHEZdlARYU_segment_7_frame_55.jpg,,"A man with a beard and sunglasses on his head, wearing a white jacket, leaning against a concrete wall.","A man with a beard and sunglasses on his head, wearing a white jacket, leaning against a concrete wall and tilting his head slightly more to the left.",The person tilts their head slightly more to the left.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,gcHEZdlARYU_segment_7_frame_0,person,tilting his head slightly more to the left,action,high,The person's head position has been adjusted to match the instruction.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000462_00,imgedit_00000462_00.png
imgedit_00000463_00,imgedit,action,kYrP_x3B2EY_segment_0_frame_16.jpg,kYrP_x3B2EY_segment_0_frame_71.jpg,,"A bald man wearing a white t-shirt with a stormtrooper graphic stands in a futuristic, industrial-style room with a control panel and a circular viewport.","A bald man wearing a white t-shirt with a stormtrooper graphic stands in a futuristic, industrial-style room with a control panel and a circular viewport, raising his hands near his face in a pointing gesture.",The person transitions from holding their hands together in a clapping motion to raising their hands near their face in a pointing or gesturing manner.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,kYrP_x3B2EY_segment_0_frame_16,person,raising hands near face,action,high,The person's hands transition from being held together in a clapping motion to being raised in a pointing gesture.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000463_00,imgedit_00000463_00.png
imgedit_00000464_00,imgedit,action,_Ev8VHY2Eao_segment_114_frame_14.jpg,_Ev8VHY2Eao_segment_114_frame_68.jpg,,"A large pink pig stands on a wooden floor, holding a blue book while a small panda looks on.","A large pink pig sits in a stroller on a wooden floor, holding a blue book while a small panda looks on.",The pig changes from standing and holding an item to sitting in a stroller and holding a book.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,_Ev8VHY2Eao_segment_114_frame_14,the pig,the pig sitting in a stroller,action,high,The pig's posture and the stroller are the key changes. The scene context remains consistent.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000464_00,imgedit_00000464_00.png
imgedit_00000465_00,imgedit,action,ylC66SmKFlU_segment_2_frame_0.jpg,ylC66SmKFlU_segment_2_frame_55.jpg,,A woman in a gym wearing a pink sports bra and black shorts stands with her hands on her hips.,A woman in a gym wearing a pink sports bra and black shorts shifts her weight onto one leg while crossing the opposite foot in front.,The woman shifts her weight onto one leg while crossing the opposite foot in front.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,ylC66SmKFlU_segment_2_frame_0,woman,woman shifting her weight onto one leg while crossing the opposite foot in front,action,high,"The woman's posture changes to reflect the described action, specifically a step forward with one leg. The motion is consistent with a forward lunge or a step.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000465_00,imgedit_00000465_00.png
imgedit_00000466_00,imgedit,action,Q_YgSRZQ854_segment_11_frame_0.jpg,Q_YgSRZQ854_segment_11_frame_55.jpg,,"A woman in a teal sweatshirt is holding a white paper with a drawing of a giraffe, looking down at it.","The woman is holding the paper lower, with the giraffe drawing now positioned more towards the center of the frame.",The person shifts the paper slightly lower while holding it.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,Q_YgSRZQ854_segment_11_frame_0,the paper,the paper with the giraffe drawing slightly lower,action,high,"The paper is shifted slightly lower, altering the viewer's perspective of the drawing.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000466_00,imgedit_00000466_00.png
imgedit_00000467_00,imgedit,action,jK8u69QOKfY_segment_78_frame_50.jpg,jK8u69QOKfY_segment_78_frame_105.jpg,,"A man in a black cap and a blue hoodie is standing in a room, holding a small piece of paper and looking at it.","A man in a black cap and a blue hoodie is standing in a room, raising and holding up a small piece of paper with a blue signature on it.",The person raises and holds up a card or piece of paper.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,jK8u69QOKfY_segment_78_frame_50,a piece of paper,a piece of paper with a blue signature,action,high,"The man's posture and the way he holds the paper are consistent with the instruction. The paper has a blue signature on it, which is a new detail not present in the source image",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000467_00,imgedit_00000467_00.png
imgedit_00000468_00,imgedit,action,ZluQqNmVLnU_segment_5_frame_0.jpg,ZluQqNmVLnU_segment_5_frame_55.jpg,,A man in dark armor stands in the center of a courtyard surrounded by a line of guards in ornate armor.,"A man in dark armor walks forward with his arms spread wide, surrounded by a line of guards in ornate armor.",A man spreads his arms wide while walking forward.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,ZluQqNmVLnU_segment_5_frame_0,man,man walking forward with arms spread wide,action,high,The man's pose changes from standing to walking forward with arms outstretched.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000468_00,imgedit_00000468_00.png
